  1  1    13.26151   -12.81068    13.21669   -12.55309    13.09773   -12.56590    13.14206   -12.82404
  1  2    13.14684   -12.82392    13.10238   -12.56543    12.98241   -12.57866    13.02630   -12.83753
  1  3    13.02911   -12.83708    12.98529   -12.57834    12.86667   -12.59170    12.90990   -12.85068
  1  4    12.91328   -12.85010    12.86992   -12.59125    12.75080   -12.60498    12.79349   -12.86390
  1  5    12.79748   -12.86346    12.75493   -12.60445    12.63507   -12.61856    12.67696   -12.87754
  1  6    12.67965   -12.87699    12.63760   -12.61823    12.51946   -12.63252    12.56083   -12.89110
  1  7    12.56367   -12.89241    12.52221   -12.63228    12.40427   -12.64675    12.44506   -12.90659
  1  8    12.44876   -12.90705    12.40764   -12.64639    12.28966   -12.66117    12.33006   -12.92136
  1  9    12.33286   -12.92185    12.29239   -12.66057    12.17587   -12.67544    12.21560   -12.93610
  1 10    13.30673   -13.08945    13.26283   -12.82834    13.14506   -12.84151    13.18875   -13.10311
  1 11    13.19065   -13.10309    13.14700   -12.84139    13.02902   -12.85469    13.07244   -13.11676
  1 12    13.07532   -13.11570    13.03176   -12.85442    12.91285   -12.86809    12.95612   -13.12957
  1 13    12.95871   -13.12938    12.91554   -12.86766    12.79623   -12.88145    12.83913   -13.14325
  1 14    12.84159   -13.14271    12.79869   -12.88108    12.67976   -12.89495    12.72235   -13.15651
  1 15    12.72460   -13.15665    12.68204   -12.89494    12.56366   -12.90893    12.60589   -13.17042
  1 16    12.60813   -13.16990    12.56592   -12.90838    12.44766   -12.92253    12.48955   -13.18371
  1 17    12.49201   -13.18540    12.44976   -12.92243    12.33233   -12.93651    12.37422   -13.19899
  1 18    12.37667   -13.19795    12.33516   -12.93626    12.21798   -12.95035    12.25911   -13.21140
  1 19    13.18564   -13.09775    13.22837   -13.35952    13.34795   -13.34512    13.30531   -13.08383
  1 20    13.07104   -13.11120    13.11388   -13.37310    13.23257   -13.35896    13.18981   -13.09739
  1 21    12.95378   -13.12471    12.99669   -13.38687    13.11649   -13.37279    13.07366   -13.11085
  1 22    12.83691   -13.13836    12.87973   -13.40057    12.99972   -13.38646    12.95694   -13.12430
  1 23    12.72111   -13.15182    12.76396   -13.41362    12.88321   -13.39991    12.84038   -13.13800
  1 24    12.60355   -13.16495    12.64679   -13.42723    12.76643   -13.41345    12.72318   -13.15092
  1 25    12.48751   -13.17894    12.53033   -13.44030    12.64989   -13.42683    12.60703   -13.16507
  1 26    12.37161   -13.19119    12.41479   -13.45318    12.53369   -13.43979    12.49044   -13.17726
  1 27    12.25728   -13.20568    12.29984   -13.46575    12.41792   -13.45279    12.37527   -13.19204
  1 28    13.23055   -13.37582    13.27213   -13.63744    13.39154   -13.62252    13.35038   -13.36131
